age	salary
29.6666876412928	21333.9514564916
29.1024810168892	15583.8725120747
50.3798077162355	38299.0396320388
43.8070146087557	30684.479217843
38.7641638331115	30528.4798057334
21.0192892048508	20903.8282162751
48.3115239720792	35993.258054083
58.907472724095	46629.4955743147
25.3079613670707	18588.8738824644
23.4199630841613	17083.1803886279
45.6247242726386	29198.3539740135
24.6345931012183	20237.1351034545
35.0581351853907	28965.6244368399
47.3078810982406	35513.2884763743
49.171796599403	34222.1409468008
44.8917828127742	29517.4382697967
54.2077319975942	41317.3320683675
54.3693344760686	39199.8257583169
25.3988063987345	23490.1817524422
42.9962623678148	26852.09912047
